Date,Time,Movement_X,Movement_Y,Location,Object,Action
2023-02-13,06:04:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:04:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:04:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:04:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:04:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:04:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:05:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:05:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:05:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:05:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:05:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:05:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:06:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:06:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:06:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:06:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:06:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:06:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:07:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:07:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:07:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:07:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:07:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:07:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:08:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:08:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:08:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:08:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:08:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:08:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:09:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:09:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:09:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:09:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:09:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:09:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:10:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:10:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:10:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:10:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:10:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:10:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:11:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:11:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:11:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:11:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:11:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:11:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:12:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:12:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:12:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:12:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:12:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:12:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:13:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:13:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:13:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:13:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:13:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:13:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:14:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:14:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:14:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:14:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:14:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:14:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:15:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:15:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:15:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:15:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:15:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:15:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:16:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:16:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:16:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:16:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:16:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:16:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:17:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:17:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:17:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:17:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:17:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:17:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:18:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:18:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:18:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:18:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:18:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:18:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:19:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:19:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:19:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:19:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:19:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:19:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:20:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:20:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:20:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:20:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:20:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:20:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:21:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:21:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:21:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:21:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:21:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:21:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:22:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:22:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:22:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:22:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:22:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:22:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:23:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:23:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:23:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:23:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:23:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:23:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:24:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:24:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:24:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:24:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:24:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:24:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:25:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:25:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:25:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:25:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:25:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:25:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:26:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:26:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:26:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:26:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:26:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:26:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:27:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:27:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:27:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:27:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:27:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:27:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:28:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:28:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:28:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:28:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:28:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:28:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:29:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:29:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:29:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:29:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:29:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:29:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:30:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:30:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:30:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:30:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:30:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:30:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:31:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:31:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:31:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:31:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:31:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:31:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:32:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:32:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:32:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:32:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:32:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:32:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:33:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:33:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:33:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:33:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:33:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:33:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:34:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:34:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:34:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:34:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:34:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:34:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:35:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:35:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:35:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:35:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:35:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:35:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:36:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:36:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:36:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:36:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:36:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:36:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:37:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:37:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:37:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:37:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:37:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:37:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:38:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:38:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:38:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:38:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:38:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:38:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:39:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:39:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:39:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:39:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:39:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:39:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:40:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:40:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:40:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:40:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:40:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:40:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:41:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:41:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:41:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:41:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:41:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:41:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
2023-02-13,06:42:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,waking up and completing her morning routine
